Provinsi,Destinasi,Rating,Alamat,Detail,Jam Operasional,Biaya Masuk
Jakarta,Taman Mini Indonesia Indah (TMII),4.6,"Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta","Taman Mini Indonesia Indah (TMII) merupakan suatu kawasan taman wisata bertema budaya Indonesia di Jakarta Timur. Taman ini merupakan rangkuman kebudayaan bangsa Indonesia, yang mencakup berbagai aspek kehidupan sehari-hari masyarakat 26 provinsi Indonesia (pada tahun 1975) yang ditampilkan dalam anjungan daerah berarsitektur tradisional, serta menampilkan aneka busana, tarian, dan tradisi daerah. Di samping itu, di tengah-tengah TMII terdapat sebuah danau yang menggambarkan miniatur kepulauan Indonesia di tengahnya, kereta gantung, berbagai museum, dan Teater IMAX Keong Mas dan Teater Tanah Airku), berbagai sarana rekreasi ini menjadikan TMIII sebagai salah satu kawasan wisata terkemuka di ibu kota.",Setiap Hari ( 07.00 - 19.00 WIB ),Rp 20.000 - Rp 50.000
Jakarta,Museum Tekstil Jakarta,4.5,"Jl. K.S. Tubun No.2-4, RT.4/RW.2, Kota Bambu Sel., Kec. Palmerah, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11420","Museum Tekstil merupakan lembaga edukasi yang bentuk museum. Salah satu fungsi dari museum tekstil jakarta ini adalah tetap fokus untuk melestarikan tekstil tradisional di Indonesia. Di museum ini kerap diadakan pameran tekstil, seminan, workshop, penelitian dan publikasi.",Setiap Hari ( 09.00 - 15.00 WIB ),Rp 5.000
Jakarta,Museum Taman Prasasti,4.5,"Jl. Tanah Abang I No.1, RT.11/RW.8, Petojo Sel., Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10160","Museum Taman Prasasti adalah sebuah museum cagar budaya peninggalan masa kolonial Belanda. Museum ini memiliki koleksi prasasti nisan kuno serta miniatur makam khas dari 27 provinsi di Indonesia, beserta koleksi kereta jenazah antik. Museum ini merupakan museum terbuka yang menampilkan karya seni dari masa lampau tentang kecanggihan para pematung, pemahat, kaligrafer dan sastrawan yang menyatu.",Selasa - Minggu ( 08.00 - 16.00 WIB ),Rp 2.000 - Rp 5.000
Jakarta,Museum Joang 45 Menteng,4.5,"Jl. Menteng Raya No.31, RT.1/RW.10, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340","Gedung Joang '45 atau Museum Joang 45 adalah salah satu museum yang berada di Jakarta.  Di museum ini dapat dilihat jejak perjuangan kemerdekaan RI dengan koleksi benda-benda peninggalan para pejuang Indonesia. Di antaranya adalah mobil dinas resmi Presiden dan Wakil Presiden RI Pertama yang dikenal dengan mobil REP 1 dan REP 2, dan Mobil Peristiwa Pemboman di Cikini. Selain itu ada pula koleksi foto-foto dokumentasi, lukisan dan diorama yang menggambarkan perjuangan sekitar tahun 1945-1950-an. Beberapa tokoh perjuangan ditampilkan pula dalam bentuk patung-patung dada.",Selasa - Minggu ( 09.00 - 15.00 WIB ),Rp 2.000 - Rp 5.000
Jakarta,Museum Sumpah Pemuda,4.7,"2, Jl. Kramat Raya No.106, RT.2/RW.9, Kwitang, Kec. Senen, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10420","Museum Sumpah Pemuda adalah sebuah museum sejarah perjuangan kemerdekaan Republik Indonesia. Museum ini memiliki koleksi foto dan benda-benda yang berhubungan dengan sejarah Sumpah Pemuda 1928, serta kegiatan-kegiatan dalam pergerakan nasional kepemudaan Indonesia. Museum Sumpah Pemuda ini didirikan berdasarkan SK Gubernur DKI Jakarta pada tahun 1972 dan menjadi benda cagar budaya nasional. ","Senin - Jum'at ( 08.00 - 16.00 WIB )
Sabtu - Minggu ( 08.00 - 16.30 WIB )",Rp 2.000
Jakarta,Klenteng Jin De Yuan,4.7,"Jalan Kemenangan III Petak Sembilan No. 19, RT.3/RW.2, Glodok, Kec. Taman Sari, Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta 11120","Kelenteng Jin De Yuan merupakan salah satu kelenteng tertua di Jakarta, yang didirikan pada tahun 1650 di sebelah barat daya kota. Kelenteng ini dikenal juga sebagai Vihara Darma Bakti atau Kelenteng Kebajikan Emas. Di kelenteng ini terdapat artefak peninggalan sejarah yang sangat berharga, seluruh bangunan kelenteng Jin De Yuan didominasi oleh warna merah dan emas di semua sisinya serta terdapat juga sepasang singa atau Bao Gu Shi yang dianggap sebagi penunggu kelenteng berasal dari Provinsi Kwangtung, Tiongkok Selatan. Di pintu umata dari kelenteng ini terdapat arca Giok Hong Siong atau Dewa Pertama Alam Langit sebagai penyambut bagi masyarakat yang ingin beribadah.",Setiap Hari ( 24 Jam ),Rp 10.000
Jakarta,Taman Menteng Jakarta,4.5,"Jl. HOS. Cokroaminoto, RT.3/RW.5, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310","Taman Menteng adalah sebuah taman yang berlokasi di kawasan Menteng. Taman ini memiliki koleksi 30 spesies tanaman yang berbeda. Taman Menteng juga memiliki beragam fasilitas pendukung seperti taman bermain untuk anak-anak serta lapangan futsal dan basket. Uniknya, di taman ini terdapat pula 44 sumur resapan untuk membantu penyerapan air hujan ke dalam tanah.",Setiap Hari ( 05.00 - 23.00 WIB ),Rp 2.000
Jakarta,Wisata Agro Edukatif Istana Susu Cibugary,4.5,"Jalan Peternakan Raya Blok C No. 12, Komplek Peternakan DKI RT01 RW02, Pondok Ranggon, Cipayung, RT.1/RW.2, Pd. Ranggon, Kec. Cipayung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13860",Istana Susu Cibugary Cibubur adalah Kawasan Wisata Agro Wisata Edukatif Sapi Perah bernuanza Kebun/Taman. Wisata Agro Edukatif ini didirikan dengan kekhasan tersendiri yaitu berinteraksi dan bersentuhan langsung dengan nuansa dan suasana alam kandang sapi perah rakyat yang sesungguhnya. Istana Susu Cibugary berupa peternakan sapi perah yang dikelilingi kebun dan taman. Di sana juga terdapat kolam besar yang dinamai Kolam Arwana. ,"Senin - Jum'at, Minggu ( 09.00 - 17.00 WIB )
Sabtu ( 14.00 - 17.00 WIB )",Rp 25.000 - Rp 100.000
Jakarta,Galeri Indonesia Kaya,4.8,"Jl. M.H. Thamrin No.1, RT.1/RW.5, Kb. Melati, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10230","Galeri Indonesia Kaya (GIK) adalah ruang publik yang memadukan konsep edukasi dan digital dengan tujuan untuk memperkenalkan dan mengapresiasi seni-budaya Indonesia khususnya kepada generasi muda, yang bertempat di Grand Indonesia, Jakarta, Indonesia. Galeri Indonesia Kaya memiliki selasar santai untuk pengunjung menikmati suasana Galeri Indonesia Kaya. Di sana juga terdapat panel-panel aplikasi digital yang berisi pengetahuan budaya, yang bebas digunakan pengunjung. Metode penyampaian pengetahuan budaya Galeri Indonesia Kaya tak terbatas dengan tulisan dan foto, tetapi juga aplikasi-aplikasi interaktif.",Setiap Hari ( 10.00 - 21.30 WIB ),Gratis
Banten,Pantai Anyer Serang,4.4,"Jl. Raya Karang Bolong, Bandulu, Kec. Anyar, Kabupaten Serang, Banten 42166","Pantai Anyer merupakan wisata pantai yang terletak di Ujung Barat Kabupaten Serang Provinsi Banten. Ombak disini cukup tenang. Pengunjung bisa berenang, diving, snorkeling, naik speedboat, parasailing, membuat patung pasir, jetski, banana boat, atau mengeksplorasi alam di sekitar pantai.",Setiap Hari ( 24 Jam ),Rp 5.000 - Rp 10.000
Banten,Pantai Tanjung Lesung,4.4,"Desa Tanjungjaya, Kecamatan Panimbang, Kabupaten Pandeglang, Banten.","Pantai Tanjung Lesung terletak di Pandeglang Banten.  Semenanjung yang menghadap Provinsi Lampung di Pulau Sumatera, berbatasan dengan Teluk Lada dan berhadapan langsung dengan Selat Sunda dan Gunung Krakatau. Pantai Tanjung Lesung Banten bersih dan alami dengan latar Gunung Krakatau yang terkenal. Kawasan wisatanya sangat luas, sekitar 1500 ha dengan garis pantai yang panjang. Suasana alami benar-benar terasa dengan hutan yang menghijau serta alam pedesaan yang menenangkan.",Setiap Hari ( 24 Jam ),Rp 25.000
Banten,Wisata Kampung Marengo Baduy Luar,4.6,"Kanekes, Kec. Leuwidamar, Kabupaten Lebak, Banten 42362",Kampung Wisata Suku Baduy terletak di Desa Cibeo Kabupaten Lebak. Sekitar 40 Km dari Rangkasbitung. Wilayah Kampung Baduy dalam terasa lebih sepi dan banyak jalan setapak yang naik turun. Di wilayah ini akan disuguhkan pemandangan indah dari perbukitan yang masih hijau terjaga. Wisata ke Kampung Suku Baduy ini sangat cocok untuk anda yang menginginkan wisata alam dan budaya suku pedalaman.,Setiap Hari ( 24 Jam ),Gratis
Banten,Pantai Sawarna Banten,4.5,"Sawarna, Kecamatan Bayah, Kabupaten Lebak, Banten","Pantai Sawarna adalah pantai yang berada di desa Sawarna, Banten. Desa ini memiliki daya tarik karena banyak aneka ragam wisata. Desa Sawarna kaya akan pemandangan alam yang indah yang meliputi pegunungan, goa-goa, sungai, dan pantai dengan pasir putihnya. Kawasan Pantai Sawarna dimulai dari Pantai Pulo Manuk Sampai Pantai Karang Taraje. Aktivitas yang dapat dilakukan disini antara lain surfing, renang, berkunjung ke desa Wisata, tracking ke goa dan pantai serta menginap.",Setiap Hari ( 24 Jam ),Rp 5.000
Banten,Pulau Umang Banten,4.0,"Sumberjaya, Kec. Sumur, Kabupaten Pandeglang, Banten","Pulau Umang merupakan sebuah pulau resort yang dilengkapi dengan cottage yang nyaman. Fasilitas yang disediakan antara lain kolam renang, pemijatan tradisional, ruang karaoke, tv satelit, kapal untuk memancing, ruang meeting, dan masih banyak lagi.",Setiap Hari ( 24 Jam ),Rp 100.000
Banten,Pulau Dua Banten,4.7,"Sawah Luhur, Kec. Kasemen, Kota Serang, Banten","Cagar alam pulau dua atau pulau burung secara administratif berada di desa Sawah Luhur kecamatan Kasemen Serang provinsi Banten. Obyek wisata disini memiliki daya tarik yang unik dibandingkan dengan obyek wisata lainnya. Keunikan itu tidaklah lain dan tidaklah bukan keindahan alam bawah lautnya yang mempesona. Gugusan karang yang indah, berbagai macam jenis ikan laut, serta berbagai jenis burung yang ada di pulau ini. ",Setiap Hari ( 24 Jam ),Rp 50.000
Banten,Rawa Dano Banten,3.9,"Batukuwung, Kec. Padarincang, Kabupaten Serang, Banten","Rawa Danau merupakan danau purba yang terletak di sisi barat wilayah Banten. Lokasinya tersebar di empat kecamatan, yakni Mancak, Gunungsari, Padarincang dan Cinangka di Kabupaten Serang. Rawa Danau sangat berbeda dengan kebanyakan danau yang memiliki hamparan luas perairan terbuka. Rawa Danau berbentuk kawasan hutan dan dengan aliran sungai rawa-rawa di dalamnya. Sebagai wilayah konservasi, rawa ini menjadi rumah bagi flora dan fauna khas, seperti ikan lendi yang diyakini endemik yang hanya ditemukan di sini. Satwa lain yang bisa ditemukan seperti kucing hutan, monyet ekor panjang, hingga buaya. ",Setiap Hari ( 08.00 - 21.00 WIB ),Gratis
Banten,Danau Tasikardi Banten,3.9,"W4WV+F8X, Jl. Banten Lama, Pegadingan, Kec. Kramatwatu, Kabupaten Serang, Banten 42616","Danau Tasikardi adalah suatu danau buatan di Desa Margasana, Banten. Danau Tasikardi dibuat pada masa pemerintahan Panembahan Maulana Yusuf. Peranannya ganda, yaitu menampung air dari Sungai Cibanten demi pengairan sawah, dan memasok air ke keraton dan masyarakat sekitarnya. Air Danau Tasikardi dialirkan ke Keraton Surosowan melalui pipa yang terbuat dari tanah liat dan berdiameter 2,40 meter. ",Setiap Hari ( 09.00 - 17.00 WIB ),Rp 2.500
Banten,Pulau Sangiang Banten,4.4,"Desa Cikoneng, Kecamatan Anyar, Kabupaten Serang, Banten 42166, Indonesia.","Sangiang adalah sebuah pulau kecil yang terletak di Selat Sunda, yakni antara Jawa dan Sumatra. Pulau Sangiang memiliki 3 tipe ekosistem hutan yaitu ekosistem hutan dataran rendah, ekosistem hutan pantai dan ekosistem hutan payau. Beberapa jenis flora di kawasan ini, antara lain cemara laut (Casuarina equisetifolia), bayur (Pterospermum javanicum), ketapang (Terminalia catappa), nyamplung (Callophyllum inophylum), waru laut (Hisbiscus tiliaceus), walikukun (Scoutenia ovata), bakau (Rhizophora stylosa), dan cantigi (Phempis acidula). Sedangkan jenis satwa yang ditemukan di dalam kawasan ini sangat beragam jenisnya dengan populasi yang relatif baik dan sebagian telah dilindungi undang-undang. ",Setiap Hari ( 24 Jam ),Rp 100.000
Banten,Taman Nasional Ujung Kulon,4.4,"Kecamatan Sumur, Kecamatan Cimanggu, Kabupaten Pandeglang, Provinsi Banten.","Taman Nasional Ujung Kulon terletak di bagian paling barat Pulau Jawa, Indonesia. Kawasan taman nasional ini pada mulanya meliputi wilayah Krakatau dan beberapa pulau kecil di sekitarnya seperti Pulau Handeuleum dan Pulau Peucang dan Pulau Panaitan. Kawasan Taman Nasional Ujung Kulon memiliki tiga tipe ekosistem yaitu: 
1. Ekosistem daratan/teresterial, terdiri dari hutan hujan tropika dataran rendah yang terdapat di wilayah Gunung Honje, Semenanjung Ujung Kulon, Pulau Peucang dan Pulau Panaitan. 
2. Ekosistem perairan laut terdiri dari terumbu karang dan padang lamun yang terdapat di wilayah perairan Semenanjung Ujung Kulon, Pulau Handeuleum, Pulau Peucang dan Pulau Panaitan.
3. Ekosistem pesisir pantai terdiri dari hutan pantai yang terdapat di sepanjang pesisir pantai dan hutan mangrove di bagian timur laut Semenanjung Ujung Kulon.",Setiap Hari ( 24 Jam ),Rp 5.000
Banten,Pulau Cangkir Tangerang,3.9,"Desa Kronjo, Kecamatan Kronjo, Kabupaten Tangerang, Banten","Pulau Cangkir, sebuah pulau yang memiliki pesona wisata alam dengan budaya dan religi. Fasilitas yang terdapat di Pulau Cangkir antara lain kamar mandi dan mushola. Selain itu, tempat istirahat dan rumah makan, serta toko yang menjual cinderamata atau souvenir juga ada.",Setiap Hari ( 24 Jam ),Rp 10.000
Banten,Wisata Keramat Solear,4.0,"P97V+HJ5, Solear, Kec. Solear, Kabupaten Tangerang, Banten 15730","Keramat Solear yang merupakan hutan lindung seluas 4,5 hektar di Cisoka, Kabupaten Tangerang sekitar 16 kilometer dari Tigaraksa yang dikenal sebagai kawasan wisata yang dihuni ratusan hewan kera.  Di lokasi ini terdapat makam pengikut para wali, salah satunya makam Syekh Mas Masaad bin Hawa.",Setiap Hari ( 24 Jam ),Rp 5.000 - Rp 10.000
Banten,Curug Putri Carita (Little Green Canyon Banten),4.7,"PR7G+PW, Sukarame, Kec. Carita, Kabupaten Pandeglang, Banten","Curug Putri Carita atau Curug Putri terletak di lereng Gunung Pulosari, Banten. Curug ini sebenarnya tidak terlalu tinggi, hanya sekitar 3 meter namun tebing yang eksotis menjadi nilai plus bagi wisatawan yang datang ke sana. Panjang aliran sungainya sendiri sekitar 50 meter. Fasilitas yang menunjang wisata Curug Putri juga terbilang lengkap. Di sana terdapat kamar mandi, warung makan, tempat outbond hingga camp.",Setiap Hari ( 07.00 - 17.00 WIB ),Rp 25.000
Banten,Pantai Mabak Cilegon,4.0,"3252+J53, Java Sea, Mekarsari, Kec. Pulomerak, Kota Cilegon, Banten","Pantai Mabak merupakan salah satu pantai yang berlokasi di sekitar kawasan pelabuhan yang berada di merak. Pantai ini menghadap pada sebuah pulau kecil yang terdapat di lokasi pantai tersebut, dan biasa di sebut dengan pulo merak kecil. Pengunjung dapat menikmati keindahan pulau dan pantai serta semilir angin yang berhembus.",Setiap Hari ( 24  Jam ) ,Rp 10.000
Banten,Bukit Batu Gambir,4.6,"328J+66R, Tamansari, Kec. Pulomerak, Kota Cilegon, Banten 42438","Bukit Batu Gambir di Pulomerak Cilegon Banten adalah salah satu tempat wisata yang berada di Desa Tamansari. Objek Wisata Batu Gambir di Pulomerak Cilegon Banten bisa dibilang sebuah wisata alam yang memiliki beberapa fasilitas minim di antaranya area parkir kendaraan, kamar mandi, tempat Istirahat, dan masih ada lainya.",Setiap Hari ( 24 Jam ) ,Gratis
Banten,Bukit Teletubbies Cilegon,4.4,"Link. Pringori, Suralaya, Cilegon, 42439, Suralaya, Kec. Pulomerak, Kota Cilegon, Banten 42439","Bukit Teletubbies adalah salah satu tempat wisata yang berada di Kawasan Suralaya, Banten.  Ketika pengunjung berada diatas puncak bukit ini, maka akan dapat melihat perkampungan tepat di sebelah bukit teletubbies ini. Fasilitas yang disediakan antara lain area parkir kendaraan, mushola, kamar mandi, tempat istirahat, warung makan, dan masih banyak lagi.",Setiap Hari ( 24 jam ) ,Rp 10.000
Banten,"Wisata Alam Lebak Sayam, Bukit Kedurung",4.7,"23R2+FR2, Pabean, Kec. Purwakarta, Kota Cilegon, Banten 42437","Tempat yang sangat indah. Jam 7 pagi masih diselimuti kabut, dan udaranya adem banget. Perlu ekstra tenaga untuk mencapainya, karena tanjakannya yg curam. Banyak goweser berlatih nanjak kesana. Sekarang ada warung kopinya, dan sedang dibangun fasilitas lain.",Setiap Hari ( 24 Jam) ,Rp 5.000
Banten,Benteng Speelwijk Banten,4.6,"X592+G74, Kampung Pamarican, Banten, Kec. Kasemen, Kota Serang, Banten 42191","Benteng Speelwijk adalah benteng peninggalan Belanda yang terletak di Kampung Pamarican. Bangunan benteng ini berdenah persegi panjang dan dikelilingi dengan tembok pertahanan setinggi tiga meter, di mana setiap sudutnya terdapat bastion atau ruang jaga. Pada bagian luar benteng terdapat parit yang berfungsi untuk mempersulit musuh yang hendak masuk ataupun menyerang. Sedangkan di dalam Benteng Speelwijk dapat ditemukan rumah komandan, gereja, ruang penyimpanan senjata dan mesiu, kantor administrasi, dan kamar dagang. ",Setiap Hari ( 24 Jam) ,Gratis
Banten,Batu Lawang Merak,4.3,"22XV+PJJ, Jalan Batu Lawang, Gerem, Kec. Gerogol, Kota Cilegon, Banten 42437","Gunung Batu Lawang menawarkan keindahan wisata alam yang bisa kita nikmati. Suasana alam perbukitan yang hijau, serta panorama kota Cilegon dari ketinggian Gunung Batu Lawang, kita bisa melihat siluet bukit Gunung Pinang di Kramatwatu, menara Masjid Agung Cilegon, Waduk Krenceng, bahkan siluet Gunung Karang di Pandeglang.",Setiap Hari ( 07. 00 - 17.00 WIB) ,Rp 5.000
Banten,Mercusuar Cikoneng Banten,4.5,"JL Raya Bandulu Anyer, Km. 131, Cikoneng, Kec. Anyar, Kabupaten Serang, Banten 42166","Mercusuar Cikoneng adalah menara mercusuar yang berlokasi di Kecamatan Anyer. Mercusuar yang berdiri saat ini, adalah mercusuar baru, dengan letak yang berbeda dengan yang asli. Di bagian tengah mercusuar terdapat bangunan kecil yang menjulang ke atas, yang merupakan sumbu atau penyangga dari mercusuar. Untuk mencapai puncak tertinggi mercusuar, pengunjung harus naik tangga sebanyak 286 anak tangga dari 18 lantai.",Setiap Hari ( 07.00 - 17.00 WIB) ,Rp 5.000
Bali,Pura Agung Besakih,4.6,"Jl. Gunung Mas No.Ds, Besakih, Kec. Rendang, Kabupaten Karangasem, Bali 80863","Pura Besakih adalah sebuah komplek pura yang terletak di Desa Besakih. Komplek Pura Besakih terdiri dari 1 Pura Pusat (Pura Penataran Agung Besakih) dan 18 Pura Pendamping (1 Pura Basukian dan 17 Pura Lainnya). Keberadaan fisik bangunan Pura Besakih, tidak sekadar menjadi tempat pemujaan terhadap Tuhan YME, menurut kepercayaan Agama Hindu Dharma, yang terbesar di pulau Bali, namun di dalamnya memiliki keterkaitan latar belakang dengan makna Gunung Agung. ",Setiap  Hari ( 08.00 - 17.00 WITA ),Rp 30.000
Bali,Pura Penataran Agung Lempuyang,4.4,"Jl. Pura Telaga Mas Lempuyang, Tri Buana, Kec. Abang, Kabupaten Karangasem, Bali 80852","Pura Penataran Agung Lempuyang adalah sebuah pura yang terletak di lereng Gunung Lempuyang di Karangasem. Pura-pura di Gunung Lempuyang, diwakili oleh Pura Lempuyang Luhur, pura tertinggi di daerah tersebut, dikelompokkan dalam satu kompleks pura yang merupakan Pura Sad Kahyangan Luhur Lempuyang. Kelompok pura tersebut dianggap sebagai bagian dari Sad Kahyangan Jagad, atau ""enam tempat suci dunia"", enam tempat sembahyang paling suci di Bali. Menurut kepercayaan Bali, mereka merupakan titik penting dari pulau ini dan dimaksudkan untuk memberikan keseimbangan spiritual bagi Bali.",Setiap Hari ( 07.00 - 22.00 WITA ),Rp 50.000
Bali,Bukit Jambul Bali,4.5,"Pesaban, Kec. Rendang, Kabupaten Karangasem, Bali","Bukit Jambul merupakan salah satu bukit di Pulau Dewata Bali. Berada di dataran tinggi dengan ketinggian mencapai 500 meter di atas permukaan laut (mdpl), pengunjung akan merasakan suasana yang sejuk di sini. Suasana di sini akan terasa semakin meneduhkan, berkat pemandangan hutan hijau serta terasering sawah yang ada di Bukit Jambul Karangasem ini. ",Setiap Hari ( 24 jam ) ,Gratis
Bali,Taman Soekasada Ujung Water Palace,4.6,"Taman Ujung, Br. Dinas, Tumbu, Kec. Karangasem, Kabupaten Karangasem, Bali 80811","Taman Ujung Karangasem atau sering di sebut dengan nama Taman Sukasada,  salah satu tempat favorit calon pengantin untuk melakukan foto pre wedding. Disini terdapat 3 kolam besar yang terdapat dalam satu tempat, hanya letak kolam di pisah-pisah. 1 kolam berada di bagian selatan dan 2 kolam berada di bagian utara. Kemudian apabila tidak keberatan menaiki anak tangga, kurang lebih 100 anak tangga, di atasnya terdapat bangunan pilar tanpa atap.",Setiap Hari ( 07.00 - 19.00 WITA ),Rp 15.000
Bali,Pura Goa Lawah,4.7,"CFX9+9GG, Jl. Raya Goa Lawah, Pesinggahan, Kec. Dawan, Kabupaten Klungkung, Bali 80761","Pura Goa Lawah di Klungkung merupakan pura yang terdapat pada sebuah gua yang didalamnya dihuni sekumpulan kelelawar. Pura ini berdiri di wilayah pertemuan antara pantai dan perbukitan dengan sebuah gua yang dihuni beribu-ribu kelelawar. Lontar Padma Bhuwana menyebutkan Pura Goa Lawah merupakan salah satu kayangan jagat/sad kahyangan sebagai sthana Dewa Maheswara dan Sanghyang Basukih, dengan fungsi sebagai pusat nyegara-gunung.",Setiap Hari ( 24 Jam ) ,Rp 15.000
Bali,Kertha Gosa Bali,4.5,"Jl. Kenanga No.11, Semarapura Kelod, Kec. Klungkung, Kabupaten Klungkung, Bali 80761","Kerta Gosa adalah bangunan arsitektur Bali yang terletak di Istana Klungkung, Bali. Fungsi pertama dari tempat ini adalah untuk kegiatan pengadilan. Langit-langit Kertha Gosa dicat dengan gaya tradisional Bali yang menyerupai wayang (teater boneka). Lukisan dalam gaya wayang terkait erat dengan seni teater bayangan, dan telah dengan setia dilestarikan untuk mencerminkan peninggalan Hindu Bali dalam ikonografi dan konten tradisionalnya.",Setiap Hari ( 08.00 - 17.00 WITA ),Rp 25.000
Bali,Crystal Bay Nusa Penida,4.4,"Banjar Penida, Desa Sakti, Kecamatan Nusa Penida, kabupaten Klungkung, Bali.",Crystal Bay Nusa Penida merupakan tempat yang terkenal untuk scuba diving atau snorkeling. Disini juga terdapat batu karang yang spektakuler yang tepatnya berada di tengah teluk. Crystal Bay juga merupakan salah satu spot diving paling populer di pulau Nusa Penida saat musim panas karena saat itu pengunjung dapat  Mola Mola yang terkenal. ,Setiap Hari ( 24 Jam ) ,Rp 5.000
Bali,Pasih Uug Bali,5.0,"Banjar Sumpang, Desa Bunga Mekar, Kecamatan Nusa Penida, kabupaten Klungkung, Bali.","Broken Beach atau Pasih Uug merupakan tebing karang setinggi 200 meter yang menjorok ke lautan. Tebing ini mengalami abrasi selama berabad-abad, sehingga membentuk lubang pada bagian tengahnya yang tampak seperti gua raksasa. Tak seperti pantai pada umumnya, Pasih Uug tidak memiliki pasir putih untuk bermain atau berlarian, melainkan tebing terjal yang sangat menantang untuk dijelajahi. Bagi para wisatawan yang gemar akan petualangan, beberapa lokasi di sekitar Pasih Uug dapat dijadikan lokasi trekking dengan medan berbatu yang cukup terjal.",Setiap Hari ( 24 Jam ) ,Gratis
Bali,Nusa Ceningan Bali,4.6,"Pulau Ceningan, Kecamatan Nusa Penida, kabupaten Klungkung, Bali.","Nusa Ceningan Bali merupakan bagian dari gugusan Pulau di Nusa Penida yang hanya memiliki luas 300,6 hektar. Pulau terkecil dari “Trio Nusa” ini posisinya berada di antara Penida dan Lembongan. Ceningan Island memiliki pura yang menjadi tempat suci bagi para penduduk setempat. Banyak hal menarik yang dapat Anda lakukan saat di Ceningan. Misalnya mengunjungi Ceningan Secret Beach, Pantai Blue Lagoon, melakukan snorkeling, bermain di Mahana Cliff Jumping Point, dan melihat kemegahan Jembatan Kuning.",Setiap Hari ( 24 Jam ) ,Gratis
Bali,Banah Cliff Bali,4.6,"Banjar Salak, Desa Batumadeg, Kecamatan Nusa Penida, kabupaten Klungkung, Bali.","Banah Cliff merupakan merupakan salah satu tempat yang memiliki banyak pepohonan hijau di Pantai Banah. Disini terdapat sebuah tebing besar seperti membentu huruf N kecil karena bagian tengahnya berlubang. Sedangkan di bagian atasnya ditumbuhi pepohonan rindang, padahal aslinya tebing itu adalah batu kapur. Dari atas Banah Cliff, pengunjung dapat merasakan sensasi menakjubkan dan melihat pemandangan Manta Point",Setiap Hari ( 24 Jam ) ,Gratis
Bali,Air Terjun Tegenungan,4.3,"Jl. Ir. Sutami, Kemenuh, Kec. Sukawati, Kabupaten Gianyar, Bali 80581","Air terjun Tegenungan adalah air terjun yang terdekat dengan kawasan tempat wisata Bali Selatan. Sebagian besar air terjun di Bali berlokasi di daerah pengunungan atau daerah yang memiliki dataran tinggi. Tetapi air terjun Tegenungan, berada di dataran rendah. Ketika sampai di lokasi parkir kendaraan, pengunjung akan melihat banyak toko-toko kecil yang menjual sovenir untuk oleh-oleh. Pengunjung juga akan melihat adanya warung-warung sederhana yang menjual makanan dan minuman. Tersedia mie goreng, makanan ringan dan kelapa muda.",Setiap Hari ( 06.30 - 18.30 WITA ),Rp 20.000
Bali,Hidden Canyon Beji Guwang,4.5,"Jalan Sahadewa, Banjar Wangbung, Guwang, Sukawati, Guwang, Kec. Sukawati, Kabupaten Gianyar, Bali 80582","Hidden Canyon Beji Guwang Sukawati adalah objek wisata alam di Pulau Bali berupa ngarai (canyon) atau lembah yang dalam dan sempit dengan lereng yang sangat curam akibat erosi. Dilokasi sumber air suci ini juga terdapat penjual makanan dan minuman mulai dari tipak cantok, rujak, coca cola, snack makanan ringan hingga makanan khas bali pun tersaji.",Setiap Hari ( 08.00 - 17.00 WITA ),Rp 7.000 - Rp 17.000
Bali,Bukit Campuhan Ubud,4.5,"Jl. Bangkiang Sidem, Kelusa, Kec. Payangan, Kabupaten Gianyar, Bali 80571","Bukit Campuhan atau Campuhan Ridge Walk merupakan destinasi wisata yang fotogenik dan instagramable. Tempat ini menawarkan pemandangan hijau yang menyegarkan mata. Aktivitas yang dapat dilakukan disini antara lain melihat sunrise, bersepeda, dan Pergi Ke Ubud Palace atau Puri Saren Agung. ",Setiap Hari ( 24 jam ) ,Gratis
Bali,Pura Tirta Empul,4.6,"Jl. Tirta, Manukaya, Kec. Tampaksiring, Kabupaten Gianyar, Bali 80552","Pura Tirta Empul adalah pura Hindu di tengah pulau Bali, Indonesia, tepatnya di Desa Manukaya. Pura Tirta Empul dibangun disekililing sebuah sumber mata air yang besar pada 962 M selama wangsa Warmadewa oleh raja Sri Candrabhayasingha Warmadewa. Untuk sebagian besar waktu, Tirta Empul diyakini sebagai sumber air bersih yang dianggap sebagai air suci yang digunakan untuk ritual Hindu. ",Setiap Hari ( 09.00 - 17.00 WITA ),Rp 30.000
